"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"Bambinolli Restaurante","4.5","629","El Rodeo 13350, 5006070 Lo Barnechea, Región Metropolitana","9 3239 2425","https://www.instagram.com/bambinollirestaurante/","Restaurante","https://www.google.com/maps/place/Bambinolli+Restaurante/@-33.3514323,-70.5120598,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbaf9cb86af5:0x4288af43e3d517c5!8m2!3d-33.3514323!4d-70.5120598!16s%2Fg%2F11xw87swbc?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3514323","-70.5120598","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","bambinolli","No","","No","","Restaurante","86","Alto potencial"
"Santa Brasa Trapenses","4.3","328","Av. José Alcalde Délano 10494, 7691232 Lo Barnechea, Región Metropolitana","9 5012 5729","http://www.santabrasa.cl/","Restaurante","https://www.google.com/maps/place/Santa+Brasa+Trapenses/data=!4m7!3m6!1s0x9662c9f2202cde1b:0x87c84f302c81099b!8m2!3d-33.3566233!4d-70.5394682!16s%2Fg%2F11j002_66l!19sChIJG94sIPLJYpYRmwmBLDBPyIc?authuser=0&hl=es-419&rclk=1","-33.3566233","-70.5394682","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","santa brasa trapenses","No","","No","","Restaurante","82","Alto potencial"
"Ostras Chiloé - Los Trapenses","4.9","40","Del Monje 10548, 7700333 Lo Barnechea, Región Metropolitana","(2) 2981 6668","","Marisquería","https://www.google.com/maps/place/Ostras+Chilo%C3%A9+-+Los+Trapenses/@-33.3468895,-70.5423957,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c9bf05f7a90f:0x6f76b7265e34a41b!8m2!3d-33.3468895!4d-70.5423957!16s%2Fg%2F11h53xdw_d?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3468895","-70.5423957","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","No","","","","","","","","","","","","","","","","","ostras chiloe los trapenses","No","","No","","Otro","60","Bajo potencial"
"Pata Negra Chile","5.0","6","Av. La Dehesa 1500, 7690253 Santiago, Lo Barnechea, Región Metropolitana","","https://www.instagram.com/patanegra.chile/","Restaurante mediterráneo","https://www.google.com/maps/place/Pata+Negra+Chile/data=!4m7!3m6!1s0x9662cb003d17c26f:0x7ce026e5f01ed125!8m2!3d-33.3581708!4d-70.5186954!16s%2Fg%2F11wqqw9zrt!19sChIJb8IXPQDLYpYRJdEe8OUm4Hw?authuser=0&hl=es-419&rclk=1","-33.3581708","-70.5186954","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","pata negra","No","","No","","Restaurante","54","Bajo potencial"
"TACU TACU Restaurante - Providencia","4.8","04","Av. Andrés Bello 2233, Local 2217, 7510056 Providencia, Región Metropolitana","9 7523 8600","https://instagram.com/tacutacuprovidencia?igshid=OGQ2MjdiOTE=","Restaurante peruano","https://www.google.com/maps/place/TACU+TACU+Restaurante+-+Providencia/@-33.4203473,-70.6104797,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf4b70822fe9:0xf81994fdb40ea03c!8m2!3d-33.4203473!4d-70.6104797!16s%2Fg%2F11tfz6cvsk?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4203473","-70.6104797","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tacu tacu","No","","No","","Restaurante","70","Medio potencial"
"Hambrientos & Sedientos Providencia","4.9","857","Tomás Andrews 67, 7500000 Providencia, Región Metropolitana","9 6796 6840","https://www.hambrientoschile.cl/pedir","Pub restaurante","https://www.google.com/maps/place/Hambrientos+%26+Sedientos+Providencia/data=!4m7!3m6!1s0x9662c54e18342111:0x42730626ff48fd4e!8m2!3d-33.4417148!4d-70.6325479!16s%2Fg%2F11m9zcrvgy!19sChIJESE0GE7FYpYRTv1I_yYGc0I?authuser=0&hl=es-419&rclk=1","-33.4417148","-70.6325479","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","hambrientos sedientos","No","","No","","Bar/Pub","90","Alto potencial"
"Bertazzo Trattoria","4.9","71","Emilio Vaisse 402, 7501430 Providencia, Región Metropolitana","9 4746 2886","https://linktr.ee/bertazzo","Restaurante argentino","https://www.google.com/maps/place/Bertazzo+Trattoria/data=!4m7!3m6!1s0x9662c50068aaf8fb:0x819f7672d9d163f5!8m2!3d-33.4459438!4d-70.6274188!16s%2Fg%2F11vxswfqfx!19sChIJ-_iqaADFYpYR9WPR2XJ2n4E?authuser=0&hl=es-419&rclk=1","-33.4459438","-70.6274188","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","bertazzo trattoria","No","","No","","Restaurante","81","Alto potencial"
"Kilú - Casa de Carnes","4.8","417","José Manuel Infante 28, 7500641 Providencia, Región Metropolitana","9 9916 9146","https://www.kilucasadecarnes.cl/","Restaurante especializado en filetes","https://www.google.com/maps/place/Kil%C3%BA+-+Casa+de+Carnes/data=!4m7!3m6!1s0x9662c5d9547e1577:0xfc5330f70249a13c!8m2!3d-33.431898!4d-70.623884!16s%2Fg%2F11wj0k0h23!19sChIJdxV-VNnFYpYRPKFJAvcwU_w?authuser=0&hl=es-419&rclk=1","-33.431898","-70.623884","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","kilu casa de carnes","No","","No","","Restaurante","87","Alto potencial"
"La Yunta Providencia","4.6","37","Manuel Montt 748, 7500977 Providencia, Región Metropolitana","(2) 3270 0556","http://www.layunta.cl/","Restaurante","https://www.google.com/maps/place/La+Yunta+Providencia/@-33.4349707,-70.6163277,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf7c1d4926e9:0x86997b36f37f3a27!8m2!3d-33.4349707!4d-70.6163277!16s%2Fg%2F11cpppmpkp?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4349707","-70.6163277","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la yunta","Sí","la yunta","Sí","DUP-001","Restaurante","76","Medio potencial"
"Restaurant Viva La Vida","4.8","29","Constitución 166, 7520367 Providencia, Región Metropolitana","9 8438 2683","https://www.restaurantvivalavida.cl/","Restaurante chileno","https://www.google.com/maps/place/Restaurant+Viva+La+Vida/@-33.4323847,-70.6350521,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c5900af9e0f1:0x7a3457df8c8e8df0!8m2!3d-33.4323847!4d-70.6350521!16s%2Fg%2F11bbrm9xzn?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4323847","-70.6350521","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","viva la vida","No","","No","","Restaurante","77","Medio potencial"
"La Hacienda Gaucha","4.4","17","Providencia Región Metropolitana CL, Av. Pedro de Valdivia 1719, 7511282 Santiago, Providencia, Región Metropolitana","9 5396 4302","https://www.instagram.com/lahaciendagaucha","Restaurante especializado en filetes","https://www.google.com/maps/place/La+Hacienda+Gaucha/data=!4m7!3m6!1s0x9662cf77d05d9733:0x50a5c2a41484f2f5!8m2!3d-33.4387109!4d-70.6083537!16s%2Fg%2F11b7q82hfy!19sChIJM5dd0HfPYpYR9fKEFKTCpVA?authuser=0&hl=es-419&rclk=1","-33.4387109","-70.6083537","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la hacienda gaucha","No","","No","","Restaurante","72","Medio potencial"
"El Ancla Providencia","4.4","15","Sta. Beatriz 191, Providencia, Región Metropolitana","9 6122 0801","http://www.elancla.cl/","Restaurante","https://www.google.com/maps/place/El+Ancla+Providencia/data=!4m7!3m6!1s0x9662cf624adfc5c7:0x1baee6a121460f2c!8m2!3d-33.4260057!4d-70.6186499!16s%2Fg%2F11bycjg_bd!19sChIJx8XfSmLPYpYRLA9GIaHmrhs?authuser=0&hl=es-419&rclk=1","-33.4260057","-70.6186499","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el ancla","No","","No","","Restaurante","71","Medio potencial"
"Le Bistrot de Gaetan","4.7","88","Sta. Magdalena 80, Local 7, 7510054 Providencia, Región Metropolitana","(2) 2232 1054","http://www.lebistrot.cl/","Restaurante francés","https://www.google.com/maps/place/Le+Bistrot+de+Gaetan/@-33.4208641,-70.6100723,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf6627dc8ad1:0xe6d73bc9a7a6887!8m2!3d-33.4208641!4d-70.6100723!16s%2Fg%2F1wl4rt9r?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4208641","-70.6100723","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","le bistrot de gaetan","No","","No","","Restaurante","80","Alto potencial"
"Ay Mi Madre Restobar Providencia","4.4","477","Gral Flores 218, 7750000 Providencia, Región Metropolitana","9 4497 8597","https://linktr.ee/Aymimadrecl","Pub restaurante","https://www.google.com/maps/place/Ay+Mi+Madre+Restobar+Providencia/data=!4m7!3m6!1s0x9662cf31549a0e2f:0xe91ba3c5bee359c3!8m2!3d-33.426514!4d-70.6200915!16s%2Fg%2F11n08wt6lj!19sChIJLw6aVDHPYpYRw1njvsWjG-k?authuser=0&hl=es-419&rclk=1","-33.426514","-70.6200915","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","ay mi madre","Sí","ay mi","Sí","DUP-005","Bar/Pub","84","Alto potencial"
"Casaluz Restaurant","4.5","05","Av. Italia 805, 7501184 Providencia, Región Metropolitana","9 8328 3329","https://www.casaluzrestaurant.cl/","Restaurante","https://www.google.com/maps/place/Casaluz+Restaurant/@-33.4421855,-70.6264657,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c581e19870c3:0x9be183df6be6387c!8m2!3d-33.4421855!4d-70.6264657!16s%2Fg%2F1tx16kc6?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4421855","-70.6264657","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","casaluz","No","","No","","Restaurante","68","Medio potencial"
"Giratorio","4.5","88","Av. Nueva Providencia 2250, 7500000 Providencia, Región Metropolitana","9 4247 3940","http://giratorio.cl/","Restaurante","https://www.google.com/maps/place/Giratorio/data=!4m7!3m6!1s0x9662cf68c0b11a77:0x2943c2e12a71bae4!8m2!3d-33.421721!4d-70.6085958!16s%2Fg%2F1hjhbv_h4!19sChIJdxqxwGjPYpYR5LpxKuHCQyk?authuser=0&hl=es-419&rclk=1","-33.421721","-70.6085958","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","giratorio","No","","No","","Restaurante","79","Alto potencial"
"Carrer Nou","4.6","26","Miguel Claro 1802, 7501394 Providencia, Región Metropolitana","(2) 2727 1161","https://www.facebook.com/CarrerNouCL/","Restaurante de cocina española","https://www.google.com/maps/place/Carrer+Nou/data=!4m7!3m6!1s0x9662cf814b9705a5:0x7d584a20336bdc9!8m2!3d-33.4455205!4d-70.6168304!16s%2Fg%2F11ckqrj8n1!19sChIJpQWXS4HPYpYRyb02A6KE1Qc?authuser=0&hl=es-419&rclk=1","-33.4455205","-70.6168304","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","carrer nou","No","","No","","Restaurante","75","Medio potencial"
"Restaurante Peumayen - Comida Chilena Santiago","4.5","91","Constitución 136, 7520367 Providencia, Región Metropolitana","","https://www.peumayenchile.cl/","Restaurante chileno","https://www.google.com/maps/place/Restaurante+Peumayen+-+Comida+Chilena+Santiago/data=!4m7!3m6!1s0x9662c59aa16db1dd:0x1766370983bcca20!8m2!3d-33.4328182!4d-70.6350162!16s%2Fg%2F11b6z1sxl8!19sChIJ3bFtoZrFYpYRIMq8gwk3Zhc?authuser=0&hl=es-419&rclk=1","-33.4328182","-70.6350162","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","peumayen comida chilena santiago","No","","No","","Restaurante","61","Medio potencial"
"Le Flaubert","4.5","682","Orrego Luco 125, 7510105 Providencia, Región Metropolitana","9 9820 6921","https://leflaubert.cl/","Restaurante","https://www.google.com/maps/place/Le+Flaubert/data=!4m7!3m6!1s0x9662cf66f40e9c4b:0x1436ab6a7739daf5!8m2!3d-33.4221115!4d-70.6128618!16s%2Fg%2F1tz72lg5!19sChIJS5wO9GbPYpYR9do5d2qrNhQ?authuser=0&hl=es-419&rclk=1","-33.4221115","-70.6128618","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","le flaubert","No","","No","","Restaurante","86","Alto potencial"
"La Brava Restaurant","4.6","171","Av. Providencia 1713, 7500528 Providencia, Región Metropolitana","9 3644 3842","https://rest.nuvy.cl/la-brava","Restaurante","https://www.google.com/maps/place/La+Brava+Restaurant/@-33.4268293,-70.6150193,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf0007137975:0xfef2a0c7b5929a5c!8m2!3d-33.4268293!4d-70.6150193!16s%2Fg%2F11xn6z0qkj?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4268293","-70.6150193","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la brava","No","","No","","Restaurante","82","Alto potencial"
"Del Beto Restaurant","4.3","56","Manuel Montt 1828, 7501280 Providencia, Región Metropolitana","(2) 2209 0206","http://delbeto.cl/","Restaurante chileno","https://www.google.com/maps/place/Del+Beto+Restaurant/@-33.4444713,-70.6141735,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf83ed3d8115:0xa4d5d3532a0430e8!8m2!3d-33.4444713!4d-70.6141735!16s%2Fg%2F1tj6w0d9?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4444713","-70.6141735","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","del beto","No","","No","","Restaurante","75","Medio potencial"
"Eladio Restaurant Providencia","4.4","98","Av. Nueva Providencia 2250, 7510086 Providencia, Región Metropolitana","9 9530 4537","http://www.eladio.cl/","Restaurante","https://www.google.com/maps/place/Eladio+Restaurant+Providencia/data=!4m7!3m6!1s0x9662cf68bef264ff:0xeb1ffbda7ce6dec6!8m2!3d-33.421716!4d-70.6085802!16s%2Fg%2F1v2kymky!19sChIJ_2TyvmjPYpYRxt7mfNr7H-s?authuser=0&hl=es-419&rclk=1","-33.421716","-70.6085802","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","eladio","No","","No","","Restaurante","78","Alto potencial"
"Bar Liguria Manuel Montt","4.3","16","Av. Providencia 1353, 7500575 Santiago, Providencia, Región Metropolitana","","http://www.liguria.cl/","Restaurante","https://www.google.com/maps/place/Bar+Liguria+Manuel+Montt/@-33.4284996,-70.6191305,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf62e6a64093:0x7a36ab4eafc5b3a7!8m2!3d-33.4284996!4d-70.6191305!16s%2Fg%2F1hhm352mj?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4284996","-70.6191305","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","bar liguria manuel montt","No","","No","","Bar/Pub","53","Bajo potencial"
"La Bifería","4.4","27","065, Av. Pedro de Valdivia, Providencia, Santiago, Región Metropolitana","(2) 2231 4677","https://www.labiferia.cl/","Restaurante especializado en filetes","https://www.google.com/maps/place/La+Bifer%C3%ADa/data=!4m7!3m6!1s0x9662cf668887840f:0xca13f08fa4fcfd86!8m2!3d-33.4228831!4d-70.6128602!16s%2Fg%2F12hyf2gfj!19sChIJD4SHiGbPYpYRhv38pI_wE8o?authuser=0&hl=es-419&rclk=1","-33.4228831","-70.6128602","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la biferia","No","","No","","Restaurante","73","Medio potencial"
"Pal´Mar Restaurant","4.9","73","Condell 621, 7500000 Providencia, Región Metropolitana","9 9677 1812","http://www.palmarr.com/","Marisquería","https://www.google.com/maps/place/Pal%C2%B4Mar+Restaurant/data=!4m7!3m6!1s0x9662c532355eb9f1:0x50a389fa5e63504d!8m2!3d-33.4408405!4d-70.627778!16s%2Fg%2F11sh7rl04_!19sChIJ8bleNTLFYpYRTVBjXvqJo1A?authuser=0&hl=es-419&rclk=1","-33.4408405","-70.627778","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","pal mar","No","","No","","Restaurante","81","Alto potencial"
"TPM BAR Barrio Italia","3.9","652","Av. Italia 1226, 7501297 Providencia, Región Metropolitana","9 7649 3292","http://www.tpmbar.cl/","Bar restaurante","https://www.google.com/maps/place/TPM+BAR+Barrio+Italia/data=!4m7!3m6!1s0x9662c56cf0e6687b:0xa1a3e66c58d204a2!8m2!3d-33.4458846!4d-70.6250865!16s%2Fg%2F11shy38b39!19sChIJe2jm8GzFYpYRogTSWGzmo6E?authuser=0&hl=es-419&rclk=1","-33.4458846","-70.6250865","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tpm bar barrio italia","No","","No","","Bar/Pub","82","Alto potencial"
"Bar Porfirio","4.5","922","Manuel Montt 697, 7500972 Providencia, Región Metropolitana","9 3391 9721","https://barporfirio.com/","Restaurante","https://www.google.com/maps/place/Bar+Porfirio/data=!4m7!3m6!1s0x9662cf96ce215003:0xc98947b728875671!8m2!3d-33.4346145!4d-70.6168949!16s%2Fg%2F11j0hsv5fl!19sChIJA1AhzpbPYpYRcVaHKLdHick?authuser=0&hl=es-419&rclk=1","-33.4346145","-70.6168949","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","bar porfirio","No","","No","","Bar/Pub","87","Alto potencial"
"OCULTO BEERGARDEN","4.6","16","Gral. Salvo 38, 7500 669, 7500669 Providencia, Región Metropolitana","","http://www.oculto.cl/","Restaurante","https://www.google.com/maps/place/OCULTO+BEERGARDEN/@-33.4334369,-70.625374,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c5a37ed8cbd3:0x765c5a48fc6c3aac!8m2!3d-33.4334369!4d-70.625374!16s%2Fg%2F11jmwrpqk4?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4334369","-70.625374","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","oculto beergarden","No","","No","","Restaurante","55","Medio potencial"
"Nativo La Reina","4.6","454","Av. Príncipe de Gales 9140, 7860491 La Reina, Región Metropolitana","9 9098 4332","http://nativobar.cl/","Bar restaurante","https://www.google.com/maps/place/Nativo+La+Reina/data=!4m7!3m6!1s0x9662cf98005e3acf:0xb38e80ec60c96241!8m2!3d-33.4399398!4d-70.5352481!16s%2Fg%2F11jsy_22np!19sChIJzzpeAJjPYpYRQWLJYOyAjrM?authuser=0&hl=es-419&rclk=1","-33.4399398","-70.5352481","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","nativo","No","","No","","Bar/Pub","85","Alto potencial"
"Rishtedar La Reina","4.6","60","Av. Príncipe de Gales 6500, 7850286 La Reina, Región Metropolitana","(2) 3235 9977","https://www.rishtedar.cl/","Restaurante indio","https://www.google.com/maps/place/Rishtedar+La+Reina/@-33.4381564,-70.5647696,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfef049c5a59:0x62d7e0cee1a1dfbe!8m2!3d-33.4381564!4d-70.5647696!16s%2Fg%2F11mpclnd94?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4381564","-70.5647696","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","rishtedar","Sí","rishtedar","Sí","DUP-003","Restaurante","78","Alto potencial"
"MANTO Restaurant","4.5","84","Av. Alcalde Fernando Castillo Velasco 9047, La Reina, Región Metropolitana","9 2204 7306","https://instagram.com/mantorestaurant?utm_medium=copy_link","Restaurante","https://www.google.com/maps/place/MANTO+Restaurant/@-33.4519618,-70.538348,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfcbb11141c9:0x35a4bac8a7ee582a!8m2!3d-33.4519618!4d-70.538348!16s%2Fg%2F11srb13rs3?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4519618","-70.538348","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","manto","No","","No","","Restaurante","78","Alto potencial"
"Restaurante Peruano Mar Azul - La Reina","4.6","84","Av. Ossa 2294, 7850054 La Reina, Región Metropolitana","9 6520 5381","https://instagram.com/marazul_lareina?igshid=YmMyMTA2M2Y=","Restaurante peruano","https://www.google.com/maps/place/Restaurante+Peruano+Mar+Azul+-+La+Reina/data=!4m7!3m6!1s0x9662cfd6a982ad4f:0x3ef9442dc655264c!8m2!3d-33.4318791!4d-70.574902!16s%2Fg%2F11rz4qssd2!19sChIJT62CqdbPYpYRTCZVxi1E-T4?authuser=0&hl=es-419&rclk=1","-33.4318791","-70.574902","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","peruano mar azul","No","","No","","Restaurante","79","Alto potencial"
"Majka bistro","4.5","378","Av. Príncipe de Gales 7102, 7850291 La Reina, Región Metropolitana","9 9349 8825","http://www.majka.bistro.cl/","Restaurante","https://www.google.com/maps/place/Majka+bistro/data=!4m7!3m6!1s0x9662cf0998558ffb:0xa642f0ef4fafcc28!8m2!3d-33.4386378!4d-70.5580849!16s%2Fg%2F11tj6jsqrx!19sChIJ-49VmAnPYpYRKMyvT-_wQqY?authuser=0&hl=es-419&rclk=1","-33.4386378","-70.5580849","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","majka bistro","No","","No","","Restaurante","84","Alto potencial"
"Restaurante Criollo Internacional | El Patio Echeñique | Lounge Bar","3.7","698","Av. Echeñique 6315, 7850434 La Reina, Región Metropolitana","9 5803 5115","","Restaurante","https://www.google.com/maps/place/Restaurante+Criollo+Internacional+%7C+El+Patio+Eche%C3%B1ique+%7C+Lounge+Bar/@-33.4450936,-70.5660145,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfe8e5c3ded5:0x4bb76a377dd89198!8m2!3d-33.4450936!4d-70.5660145!16s%2Fg%2F11tcv3fwx0?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4450936","-70.5660145","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","criollo internacional el patio echenique lounge bar","No","","No","","Bar/Pub","67","Medio potencial"
"La Fuente Reina","4.1","62","Av. Echeñique 8540, La Reina, Región Metropolitana","9 3239 7261","http://www.lafuentereina.cl/","Restaurante","https://www.google.com/maps/place/La+Fuente+Reina/data=!4m7!3m6!1s0x9662ce6ee23a6d41:0x428d73a4f02fff8b!8m2!3d-33.4416745!4d-70.5430468!16s%2Fg%2F11b8_pfyv2!19sChIJQW064m7OYpYRi_8v8KRzjUI?authuser=0&hl=es-419&rclk=1","-33.4416745","-70.5430468","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la fuente reina","Sí","la fuente","No","","Restaurante","74","Medio potencial"
"Mirá Vos - La Reina","4.4","184","Carlos Ossandón 75, 7500000 La Reina, Región Metropolitana","(55) 294 3434","http://www.miravos.cl/","Restaurante","https://www.google.com/maps/place/Mir%C3%A1+Vos+-+La+Reina/data=!4m7!3m6!1s0x9662cf74d37d9353:0x64bc36c209e55d0a!8m2!3d-33.4494895!4d-70.5434544!16s%2Fg%2F11v3_77_yz!19sChIJU5N903TPYpYRCl3lCcI2vGQ?authuser=0&hl=es-419&rclk=1","-33.4494895","-70.5434544","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","mira vos","No","","No","","Restaurante","81","Alto potencial"
"Caleta La Reina","4.4","697","Valenzuela Llanos 1358, 7860075 La Reina, Región Metropolitana","(2) 2993 5498","https://www.caletalareina.cl/","Restaurante","https://www.google.com/maps/place/Caleta+La+Reina/data=!4m7!3m6!1s0x9662ce70da1a5c9b:0x8953fc9ad2c0866e!8m2!3d-33.4399483!4d-70.5333349!16s%2Fg%2F11dxq2tymz!19sChIJm1wa2nDOYpYRbobA0pr8U4k?authuser=0&hl=es-419&rclk=1","-33.4399483","-70.5333349","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","caleta","No","","No","","Restaurante","86","Alto potencial"
