"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"Ajiaco","4.5","793","Lic. de Las Peñas 5174, 7790713 Ñuñoa, Región Metropolitana","","https://www.instagram.com/elajiaconunoa/?hl=es-la","Restaurante","https://www.google.com/maps/place/Ajiaco/data=!4m7!3m6!1s0x9662cfb51b3099e3:0x6cddabfcf561183b!8m2!3d-33.4530569!4d-70.5764405!16s%2Fg%2F11c52k4vdw!19sChIJ45kwG7XPYpYROxhh9fyr3Ww?authuser=0&hl=es-419&rclk=1","-33.4530569","-70.5764405","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","ajiaco","No","","No","","Restaurante","69","Medio potencial"
"Las Lanzas","4.2","56","Humberto Trucco 25, 7790825 Ñuñoa, Región Metropolitana","(2) 2225 5589","https://www.facebook.com/Las-Lanzas-Restaurant-y-Fuente-de-Soda-17409706655/","Restaurante","https://www.google.com/maps/place/Las+Lanzas/data=!4m7!3m6!1s0x9662cf12e26cfa4f:0xe640e0e62fb2f985!8m2!3d-33.4555253!4d-70.5942732!16s%2Fg%2F11g1lwc7x9!19sChIJT_ps4hLPYpYRhfmyL-bgQOY?authuser=0&hl=es-419&rclk=1","-33.4555253","-70.5942732","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","las lanzas","No","","No","","Restaurante","75","Medio potencial"
"Peyo Restaurant","4.4","57","Lo Encalada 465, 7750200 Ñuñoa, Región Metropolitana","(2) 2506 4758","https://peyo.cl/","Restaurante chileno","https://www.google.com/maps/place/Peyo+Restaurant/@-33.456417,-70.6249084,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c5624b4feab9:0x3d815e7e459c8d2e!8m2!3d-33.456417!4d-70.6249084!16s%2Fg%2F1hjh8m92r?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.456417","-70.6249084","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","peyo","No","","No","","Restaurante","76","Medio potencial"
"Barra de Pickles","4.6","651","San Eugenio 40, 7750011 Ñuñoa, Región Metropolitana","9 7539 0277","http://www.barradepickles.cl/","Restaurante","https://www.google.com/maps/place/Barra+de+Pickles/data=!4m7!3m6!1s0x9662c5b5cadac0a5:0xf1faf1d408e8024b!8m2!3d-33.4531138!4d-70.6278603!16s%2Fg%2F11q4dbx0fs!19sChIJpcDayrXFYpYRSwLoCNTx-vE?authuser=0&hl=es-419&rclk=1","-33.4531138","-70.6278603","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","barra de pickles","No","","No","","Bar/Pub","87","Alto potencial"
"Golfo Di Napoli Trattoria e Pizzeria","4.6","02","Dublé Almeyda 2435, 7750147 Ñuñoa, Región Metropolitana","(2) 2341 3675","https://golfodinapoli.cl/","Restaurante italiano","https://www.google.com/maps/place/Golfo+Di+Napoli+Trattoria+e+Pizzeria/@-33.455948,-70.605786,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf916f827eaf:0x65a6a856994a5153!8m2!3d-33.455948!4d-70.605786!16s%2Fg%2F1tj1nqnk?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.455948","-70.605786","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","golfo di napoli trattoria e pizzeria","No","","No","","Restaurante","66","Medio potencial"
"Terraza Vergel","4.6","313","Av. Italia 1571, 7770207 Ñuñoa, Región Metropolitana","","https://instagram.com/terrazavergel?igshid=YmMyMTA2M2Y=","Restaurante","https://www.google.com/maps/place/Terraza+Vergel/data=!4m7!3m6!1s0x9662c5c15107efe9:0xdd9265eded43ee4c!8m2!3d-33.4490585!4d-70.624408!16s%2Fg%2F11kj0530d4!19sChIJ6e8HUcHFYpYRTO5D7e1lkt0?authuser=0&hl=es-419&rclk=1","-33.4490585","-70.624408","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","terraza vergel","No","","No","","Restaurante","66","Medio potencial"
"¡Ay Mi Madre! Restobar Ñuñoa","4.5","217","Av. José Pedro Alessandri 97, 7750100 Ñuñoa, Región Metropolitana","9 4497 8597","https://linktr.ee/Aymimadrecl","Pub restaurante","https://www.google.com/maps/place/%C2%A1Ay+Mi+Madre!+Restobar+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbbd4d3628f:0xcf2719bf0e7dbfb9!8m2!3d-33.4558301!4d-70.59807!16s%2Fg%2F11tf5fxjb9!19sChIJj2LT1LvPYpYRub99Dr8ZJ88?authuser=0&hl=es-419&rclk=1","-33.4558301","-70.59807","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","ay mi madre","Sí","ay mi","Sí","DUP-005","Bar/Pub","82","Alto potencial"
"La casa del curanto","4.8","45","Dublé Almeyda 2779, 7750169 Ñuñoa, Región Metropolitana","9 2855 3749","https://www.instagram.com/lacasadelcuranto?igshid=MmVlMjlkMTBhMg==","Restaurante de comida para llevar","https://www.google.com/maps/place/La+casa+del+curanto/@-33.4560782,-70.6021461,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf0045cd8d8f:0xdb11e68502065073!8m2!3d-33.4560782!4d-70.6021461!16s%2Fg%2F11y2bx1rn5?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4560782","-70.6021461","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","Revisar: parece comida para llevar","la casa del curanto","No","","No","","Restaurante","78","Alto potencial"
"Ritrovo","4.9","111","José Diego Benavente 59, 7790944 Ñuñoa, Región Metropolitana","9 8711 1107","http://ritrovo.cl/","Restaurante italiano","https://www.google.com/maps/place/Ritrovo/data=!4m7!3m6!1s0x9662cf7ba7b68523:0x8912c6b1d7af9344!8m2!3d-33.4543403!4d-70.5972592!16s%2Fg%2F11tcvcbym9!19sChIJI4W2p3vPYpYRRJOv17HGEok?authuser=0&hl=es-419&rclk=1","-33.4543403","-70.5972592","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","ritrovo","No","","No","","Restaurante","82","Alto potencial"
"Boulevard Plaza Ñuñoa","4.5","36","Jorge Washington 111, 7750000 Ñuñoa, Región Metropolitana","(2) 2998 7260","https://boulevardplazanunoa.cl/","Centro comercial","https://www.google.com/maps/place/Boulevard+Plaza+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbe95b31d5d:0x1b9f6d703073a0ee!8m2!3d-33.4539602!4d-70.5939594!16s%2Fg%2F11clfm_9pq!19sChIJXR2zlb7PYpYR7qBzMHBtnxs?authuser=0&hl=es-419&rclk=1","-33.4539602","-70.5939594","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","boulevard plaza","No","","No","","Otro","71","Bajo potencial"
"Tapas y Birra Ñuñoa - Restaurante Mediterráneo & Bar","4.3","28","Alcaldesa Balbina Vera 3561, 7790884 Ñuñoa, Región Metropolitana","(2) 2904 1230","http://www.tapasybirra.cl/","Restaurante mediterráneo","https://www.google.com/maps/place/Tapas+y+Birra+%C3%91u%C3%B1oa+-+Restaurante+Mediterr%C3%A1neo+%26+Bar/data=!4m7!3m6!1s0x9662cfbe944f9dc3:0xad1467f8fc07cf6a!8m2!3d-33.4538497!4d-70.5935726!16s%2Fg%2F11c0vn_jvx!19sChIJw51PlL7PYpYRas8H_PhnFK0?authuser=0&hl=es-419&rclk=1","-33.4538497","-70.5935726","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","tapas y birra mediterraneo bar","No","","No","","Bar/Pub","73","Medio potencial"
"Café Marale Ñuñoa","4.8","43","Av. Irarrázaval 3881, local 1, 7760073 Ñuñoa, Región Metropolitana","9 5779 5085","https://www.instagram.com/cafemarale","Cafetería","https://www.google.com/maps/place/Caf%C3%A9+Marale+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cf6e662b110f:0x77080cc5251cd904!8m2!3d-33.4557507!4d-70.5886879!16s%2Fg%2F11tnv15d82!19sChIJDxErZm7PYpYRBNkcJcUMCHc?authuser=0&hl=es-419&rclk=1","-33.4557507","-70.5886879","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","Revisar: parece cafeteria; Revisar: parece cafe","cafe marale","No","","No","","Cafetería","74","Bajo potencial"
"MANGIARE PIZZERÍA","4.6","56","Gerónimo de Alderete 1742, 8241826 La Florida, Región Metropolitana","9 3245 8957","","Pizzería","https://www.google.com/maps/place/MANGIARE+PIZZER%C3%8DA/data=!4m7!3m6!1s0x9662d100060aba73:0x414e9e323b635b0c!8m2!3d-33.52863!4d-70.576936!16s%2Fg%2F11yfmrcxkm!19sChIJc7oKBgDRYpYRDFtjOzKeTkE?authuser=0&hl=es-419&rclk=1","-33.52863","-70.576936","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","mangiare pizzeria","No","","No","","Restaurante","64","Medio potencial"
"La Pinche Pizza Santa Amalia","4.1","40","Av. La Florida 9660, Local 19, 8301816 La Florida, Región Metropolitana","9 4740 1819","https://lapinchepizza.cl/","Pizzería","https://www.google.com/maps/place/La+Pinche+Pizza+Santa+Amalia/data=!4m7!3m6!1s0x9662d174162c590d:0x6674cdc6f6238622!8m2!3d-33.543272!4d-70.569287!16s%2Fg%2F11xyj30xqs!19sChIJDVksFnTRYpYRIoYj9sbNdGY?authuser=0&hl=es-419&rclk=1","-33.543272","-70.569287","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la pinche pizza santa amalia","No","","No","","Restaurante","73","Medio potencial"
"Trattoria Valerio - Pizzas & Pastas","4.7","79","Sgto. Candelaria Pérez 10661, La Florida, Región Metropolitana","9 4260 8395","","Restaurante","https://www.google.com/maps/place/Trattoria+Valerio+-+Pizzas+%26+Pastas/@-33.5564369,-70.5865183,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d1b23d025fb7:0x7dbdf26df96b5f4a!8m2!3d-33.5564369!4d-70.5865183!16s%2Fg%2F11h3kchwvb?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5564369","-70.5865183","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","trattoria valerio pizzas pastas","No","","No","","Restaurante","66","Medio potencial"
"PITUCOPE RESTAURANT PERUANO","4.9","14","Av. Vicuña Mackenna 10046, La Florida, Región Metropolitana","9 5338 4325","https://pitucope-2.ola.click/","Restaurante peruano","https://www.google.com/maps/place/PITUCOPE+RESTAURANT+PERUANO/data=!4m7!3m6!1s0x9662d1f3ea9802bd:0xb96e888d0cfe64f!8m2!3d-33.54853!4d-70.5868698!16s%2Fg%2F11txb626fm!19sChIJvQKY6vPRYpYRT-bP0Ijolgs?authuser=0&hl=es-419&rclk=1","-33.54853","-70.5868698","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","pitucope peruano","No","","No","","Restaurante","75","Medio potencial"
"CABIMAS TASTY FOOD","4.5","172","Av. Vicuña Mackenna Ote. 10588, 8301048 La Florida, Región Metropolitana","9 7346 7961","http://www.cabimastastyfood.cl/","Restaurante","https://www.google.com/maps/place/CABIMAS+TASTY+FOOD/data=!4m7!3m6!1s0x9662d1dacc48255b:0x6d53e79d90e8d33a!8m2!3d-33.5548557!4d-70.5860092!16s%2Fg%2F11vrz4mx5h!19sChIJWyVIzNrRYpYROtPokJ3nU20?authuser=0&hl=es-419&rclk=1","-33.5548557","-70.5860092","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","cabimas tasty food","No","","No","","Restaurante","81","Alto potencial"
"El Nomade Cevicheria","4.9","55","AVENIDA SAN JOSE DE LA ESTRELLA 301f, 8301008 La Florida, Región Metropolitana","9 6357 7180","https://instagram.com/elnomade_cevicheria","Restaurante","https://www.google.com/maps/place/El+Nomade+Cevicheria/data=!4m7!3m6!1s0x9662d12a163492e5:0xa48e479f19d80dcf!8m2!3d-33.5534033!4d-70.5832872!16s%2Fg%2F11s8c5t1wk!19sChIJ5ZI0FirRYpYRzw3YGZ9HjqQ?authuser=0&hl=es-419&rclk=1","-33.5534033","-70.5832872","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el nomade cevicheria","No","","No","","Restaurante","80","Alto potencial"
"La picá de la cubana","4.8","43","C. Uno 24, La Florida, Región Metropolitana","9 4949 7966","https://www.facebook.com/profile.php?id=100064169197549&mibextid=ZbWKwL","Restaurante","https://www.google.com/maps/place/La+pic%C3%A1+de+la+cubana/data=!4m7!3m6!1s0x9662d10af3430c87:0x7291ecff6e8734a3!8m2!3d-33.560027!4d-70.5845971!16s%2Fg%2F11rn7t5jdv!19sChIJhwxD8wrRYpYRozSHbv_skXI?authuser=0&hl=es-419&rclk=1","-33.560027","-70.5845971","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la pica de la cubana","No","","No","","Restaurante","78","Alto potencial"
"COCINERIA DONDE YOYO'S","4.8","04","Av. La Florida 9233, 8242051 La Florida, Región Metropolitana","9 7354 5215","","Restaurante chileno","https://www.google.com/maps/place/COCINERIA+DONDE+YOYO%27S/data=!4m7!3m6!1s0x9662d1d95c833fd9:0x3c68e41dd033ed33!8m2!3d-33.5371433!4d-70.5731178!16s%2Fg%2F11p5s69mwx!19sChIJ2T-DXNnRYpYRM-0z0B3kaDw?authuser=0&hl=es-419&rclk=1","-33.5371433","-70.5731178","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","cocineria donde yoyo s","No","","No","","Restaurante","56","Medio potencial"
"Restaurante Punta Brasa La Florida","4.2","66","Palena 3152, 8240000 La Florida, Región Metropolitana","(2) 2669 3751","http://www.puntabrasa.cl/","Restaurante","https://www.google.com/maps/place/Restaurante+Punta+Brasa+La+Florida/@-33.5179138,-70.563385,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfa4d8996d17:0xff23c0d1e494ab08!8m2!3d-33.5179138!4d-70.563385!16s%2Fg%2F11s63xjxk7?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5179138","-70.563385","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","punta brasa","No","","No","","Restaurante","75","Medio potencial"
"Aquí E’","4.7","69","Sgto. Candelaria Pérez 10693, 8310309 La Florida, Región Metropolitana","9 9250 7960","","Restaurante","https://www.google.com/maps/place/Aqu%C3%AD+E%E2%80%99/data=!4m7!3m6!1s0x9662d16caadbd913:0xf4e8696dcf47dc21!8m2!3d-33.5571101!4d-70.5864892!16s%2Fg%2F11s5b_5mdy!19sChIJE9nbqmzRYpYRIdxHz21p6PQ?authuser=0&hl=es-419&rclk=1","-33.5571101","-70.5864892","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","aqui e","No","","No","","Restaurante","65","Medio potencial"
"La Caleta de Don Chuma","4.3","249","Av. Vicuña Mackenna 10197, Local 3, La Florida, Región Metropolitana","(2) 2614 5107","","Restaurante","https://www.google.com/maps/place/La+Caleta+de+Don+Chuma/data=!4m7!3m6!1s0x9662d0c521288777:0x43817670a73eee44!8m2!3d-33.551873!4d-70.587242!16s%2Fg%2F11ddxvpj91!19sChIJd4coIcXQYpYRRO4-p3B2gUM?authuser=0&hl=es-419&rclk=1","-33.551873","-70.587242","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","la caleta de don chuma","Sí","la caleta","No","","Restaurante","67","Medio potencial"
"Restaurant La Abuely","4.0","563","Av. Vicuña Mackenna 9987, 8250721 La Florida, Región Metropolitana","9 3696 6118","","Restaurante","https://www.google.com/maps/place/Restaurant+La+Abuely/data=!4m7!3m6!1s0x9662d0c49efb8c47:0xaab136974c576b03!8m2!3d-33.5491741!4d-70.5876885!16s%2Fg%2F11g6yz_6gb!19sChIJR4z7nsTQYpYRA2tXTJc2sao?authuser=0&hl=es-419&rclk=1","-33.5491741","-70.5876885","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","la abuely","No","","No","","Restaurante","68","Medio potencial"
"MEGA AJISECO LA FLORIDA 8961","4.5","30","Av. La Florida 8961, 8241429 La Florida, Región Metropolitana","9 3104 6615","http://www.elajiseco.cl/","Restaurante peruano","https://www.google.com/maps/place/MEGA+AJISECO+LA+FLORIDA+8961/data=!4m7!3m6!1s0x9662d1942458681b:0x2af542540066ebdd!8m2!3d-33.5332063!4d-70.5748729!16s%2Fg%2F11tf8gq63b!19sChIJG2hYJJTRYpYR3etmAFRC9So?authuser=0&hl=es-419&rclk=1","-33.5332063","-70.5748729","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","mega ajiseco 8961","No","","No","","Restaurante","75","Medio potencial"
"El Estribo","4.7","209","Manutara 10606, 8310024 La Florida, Región Metropolitana","(2) 3341 7737","","Restaurante","https://www.google.com/maps/place/El+Estribo/@-33.5559548,-70.5917283,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d133b394bd4f:0xcb13d2321151ca64!8m2!3d-33.5559548!4d-70.5917283!16s%2Fg%2F11g_y5k1md?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5559548","-70.5917283","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","el estribo","No","","No","","Restaurante","69","Medio potencial"
"La Cocina de Gaby","4.4","594","Sta. Amalia 1396, 8240000 La Florida, Región Metropolitana","(41) 313 4529","http://www.lacocinadegaby.com/","Restaurante","https://www.google.com/maps/place/La+Cocina+de+Gaby/@-33.5435071,-70.5719253,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d1312d6c5fb1:0xb634a6553cf6c978!8m2!3d-33.5435071!4d-70.5719253!16s%2Fg%2F11flkghtz_?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5435071","-70.5719253","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la cocina de gaby","No","","No","","Restaurante","85","Alto potencial"
"Sabrosura","3.7","15","Av. San José de la Estrella 22, parad.23, 8310006 La Florida, Región Metropolitana","","","Hamburguesería","https://www.google.com/maps/place/Sabrosura/@-33.5532399,-70.5861815,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d1007e1676b7:0x4631cc0815cc56f7!8m2!3d-33.5532399!4d-70.5861815!16s%2Fg%2F11vr289qz6?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5532399","-70.5861815","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","No","","","","","","","","","","","","","","","","Revisar: parece hamburgueseria; Sin teléfono visible","sabrosura","No","","No","","Fast Food","36","Bajo potencial"
"Chinito Dice","4.6","518","Av. Vicuña Mackenna 10197, La Florida, Región Metropolitana","(2) 2282 0462","https://flow.page/chinitodice?fbclid=PAZXh0bgNhZW0CMTEAAaaxsw8mGik9E_eBiWJJOUPh7fVcb24HKNgnD4W8RLzQupuUashdMyEfy9w_aem_Mo-6t576wmaFeoljx0EUHw","Restaurante chino","https://www.google.com/maps/place/Chinito+Dice/data=!4m7!3m6!1s0x9662d0001977171d:0x967b231f539179fd!8m2!3d-33.5518725!4d-70.5872416!16s%2Fg%2F1thw7yhn!19sChIJHRd3GQDQYpYR_XmRUx8je5Y?authuser=0&hl=es-419&rclk=1","-33.5518725","-70.5872416","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","chinito dice","No","","No","","Restaurante","86","Alto potencial"
"El Zócalo Cocina Mexicana - La Florida","4.1","309","Enrique Olivares 3189, 8290305 La Florida, Región Metropolitana","9 4543 7001","http://www.elzocalo.cl/","Restaurante","https://www.google.com/maps/place/El+Z%C3%B3calo+Cocina+Mexicana+-+La+Florida/@-33.5400067,-70.5596077,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d1be294a7d55:0xaab20e8c6b122a8c!8m2!3d-33.5400067!4d-70.5596077!16s%2Fg%2F11rpczx24q?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.5400067","-70.5596077","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el zocalo cocina mexicana","Sí","el zocalo","Sí","DUP-004","Restaurante","80","Alto potencial"
"Sabor X2 La Florida","4.6","429","Serafín Zamora 87, 8240000 La Florida, Región Metropolitana","9 2205 1954","http://www.saborx2.cl/","Restaurante","https://www.google.com/maps/place/Sabor+X2+La+Florida/data=!4m7!3m6!1s0x9662d1eb98d949d3:0xed7775e8b16f208!8m2!3d-33.5205823!4d-70.5995334!16s%2Fg%2F11vlxfg6nt!19sChIJ00nZmOvRYpYRCPIWi1531w4?authuser=0&hl=es-419&rclk=1","-33.5205823","-70.5995334","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","sabor x2","No","","No","","Restaurante","85","Alto potencial"
"12 Food, La Florida","4.4","89","Perú 10047, 8240000 La Florida, Región Metropolitana","9 5467 2148","https://www.instagram.com/12foodlaflorida/?hl=es-la","Restaurante","https://www.google.com/maps/place/12+Food,+La+Florida/data=!4m7!3m6!1s0x9662d109cd97fa03:0x2c1e122440b54e76!8m2!3d-33.5486896!4d-70.5831831!16s%2Fg%2F11rwmftnj8!19sChIJA_qXzQnRYpYRdk61QCQSHiw?authuser=0&hl=es-419&rclk=1","-33.5486896","-70.5831831","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","12 food","No","","No","","Restaurante","78","Alto potencial"
"El Hoyo","4.4","349","Froilán Roa 7205, 8240000 La Florida, Región Metropolitana","9 4790 0994","https://elhoyo1912.cl/","Restaurante chileno","https://www.google.com/maps/place/El+Hoyo/data=!4m7!3m6!1s0x9662d1cf3385455d:0xe395a204c2c76415!8m2!3d-33.5171712!4d-70.5972765!16s%2Fg%2F11sv720cml!19sChIJXUWFM8_RYpYRFWTHwgSileM?authuser=0&hl=es-419&rclk=1","-33.5171712","-70.5972765","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el hoyo","No","","No","","Restaurante","83","Alto potencial"
"Nagai Sushi La Florida","4.5","115","Av. Vicuña Mackenna Ote. 10706, 8301163 Santiago, La Florida, Región Metropolitana","(2) 2891 8862","","Restaurante de sushi","https://www.google.com/maps/place/Nagai+Sushi+La+Florida/@-33.556756,-70.5856981,17z/data=!3m1!4b1!4m6!3m5!1s0x9662d0d1d48d902d:0x1e19b02ad00dc61a!8m2!3d-33.556756!4d-70.5856981!16s%2Fg%2F11c37lv_gl?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.556756","-70.5856981","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","nagai sushi","No","","No","","Restaurante","66","Medio potencial"
"Brasas Curicó","4.5","449","A Zapallar 4, Kilometro 0, Curicó, Maule","9 4267 3356","http://www.brasascurico.cl/","Restaurante","https://www.google.com/maps/place/Brasas+Curic%C3%B3/@-34.9867054,-71.2130128,17z/data=!3m1!4b1!4m6!3m5!1s0x9664570112b48ed1:0xa16e8c9d8e070ab6!8m2!3d-34.9867054!4d-71.2130128!16s%2Fg%2F11s0w28p80?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-34.9867054","-71.2130128","Curicó","Maule","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","brasas","No","","No","","Restaurante","85","Alto potencial"
"Restaurant Fuego Bendito","4.5","72","Av. España 280, 3341845 Curicó, Maule","(75) 231 7697","https://restaurantefuegobendito.cl/","Bar restaurante","https://www.google.com/maps/place/Restaurant+Fuego+Bendito/data=!4m7!3m6!1s0x966457afd9136567:0xc43479034c42c4be!8m2!3d-34.9863974!4d-71.2301915!16s%2Fg%2F11c1xj9rk_!19sChIJZ2UT2a9XZJYRvsRCTAN5NMQ?authuser=0&hl=es-419&rclk=1","-34.9863974","-71.2301915","Curicó","Maule","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","fuego bendito","No","","No","","Bar/Pub","78","Alto potencial"
"Bom Burger Chile","4.9","574","Av. Manso de Velasco 466, 3340000 Curicó, Maule","9 2083 5627","","Restaurante","https://www.google.com/maps/place/Bom+Burger+Chile/@-34.9858465,-71.2334531,17z/data=!3m1!4b1!4m6!3m5!1s0x966457da626bba87:0xfe36f8dfbdec3664!8m2!3d-34.9858465!4d-71.2334531!16s%2Fg%2F11sh5q1j7g?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-34.9858465","-71.2334531","Curicó","Maule","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","bom burger","No","","No","","Fast Food","74","Medio potencial"
