"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"La Dicha Restaurant","4.5","625","Alonso de Córdova 4355, 7560801 Vitacura, Región Metropolitana","9 7478 8996","http://www.ladicha.cl/","Restaurante de alta cocina","https://www.google.com/maps/place/La+Dicha+Restaurant/@-33.4039613,-70.5874015,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf8c16450497:0x66b3dc98ab485629!8m2!3d-33.4039613!4d-70.5874015!16s%2Fg%2F11h512d0ch?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4039613","-70.5874015","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"La Casa Vieja","4.4","68","Av Vitacura 8411, 7650223 Vitacura, Santiago, Región Metropolitana","(2) 2202 0355","http://www.lacasavieja.cl/","Restaurante chileno","https://www.google.com/maps/place/La+Casa+Vieja/data=!4m7!3m6!1s0x9662c934f17b4247:0x7b277f0f558d4d2c!8m2!3d-33.384984!4d-70.55377!16s%2Fg%2F11bvvzwnkt!19sChIJR0J78TTJYpYRLE2NVQ9_J3s?authuser=0&hl=es-419&rclk=1","-33.384984","-70.55377","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Saffron Chile","4.7","459","Av. Nueva Costanera 3666, L-2, 8320000 Vitacura, Región Metropolitana","(2) 2502 2020","https://www.saffronchile.cl/","Restaurante indio","https://www.google.com/maps/place/Saffron+Chile/data=!4m7!3m6!1s0x9662cf49d3b039e1:0x9fb450f388645d4!8m2!3d-33.4029969!4d-70.598644!16s%2Fg%2F1q62d26j1!19sChIJ4Tmw00nPYpYR1EWGOA9F-wk?authuser=0&hl=es-419&rclk=1","-33.4029969","-70.598644","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Le Fournil - Vitacura","4.2","841","Av Vitacura 3841, 7630422 Vitacura, Región Metropolitana","9 6120 2109","","Restaurante francés","https://www.google.com/maps/place/Le+Fournil+-+Vitacura/@-33.4011027,-70.5927486,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf36cfe5d7f3:0x76a3d2393a279a05!8m2!3d-33.4011027!4d-70.5927486!16s%2Fg%2F1th7zk27?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4011027","-70.5927486","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Bambinolli Restaurante","4.5","632","El Rodeo 13350, 5006070 Lo Barnechea, Región Metropolitana","9 3239 2425","https://www.instagram.com/bambinollirestaurante/","Restaurante","https://www.google.com/maps/place/Bambinolli+Restaurante/data=!4m7!3m6!1s0x9662cbaf9cb86af5:0x4288af43e3d517c5!8m2!3d-33.3514323!4d-70.5120598!16s%2Fg%2F11xw87swbc!19sChIJ9Wq4nK_LYpYRxRfV40OviEI?authuser=0&hl=es-419&rclk=1","-33.3514323","-70.5120598","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"China 365 lo Barnechea","4.4","373","El Rodeo 13318, 7690000 Lo Barnechea, Región Metropolitana","9 8888 8365","http://www.china365.cl/","Restaurante chino","https://www.google.com/maps/place/China+365+lo+Barnechea/@-33.3517486,-70.5132361,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbaebd15089b:0xba450f6d15f7927a!8m2!3d-33.3517486!4d-70.5132361!16s%2Fg%2F11gzs5s45z?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.3517486","-70.5132361","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"BRU Italian Bakery","3.8","56","Mall Vivo Los Trapenses, Av. José Alcalde Délano 10533, Local 1004, 7691231 Lo Barnechea, Región Metropolitana","(2) 2993 2116","http://www.brubakery.cl/","Restaurante italiano","https://www.google.com/maps/place/BRU+Italian+Bakery/@-33.3571631,-70.5405466,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c90870d02f6f:0x49622a992a37a51d!8m2!3d-33.3571631!4d-70.5405466!16s%2Fg%2F11rmp5p_pb?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.3571631","-70.5405466","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"The Crêpe Café","3.2","131","Av. La Dehesa 1445, 7690130 Lo Barnechea, Región Metropolitana","(2) 2216 1395","http://www.thecrepecafe.cl/","Restaurante","https://www.google.com/maps/place/The+Cr%C3%AApe+Caf%C3%A9/@-33.3583002,-70.5161605,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbe78d93b993:0xceadcadc6c738944!8m2!3d-33.3583002!4d-70.5161605!16s%2Fg%2F1v_z5j6w?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.3583002","-70.5161605","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece cafe","","","","","","","",""
"Arteaga","4.3","42","Lo Barnechea 1482, 7690228 Lo Barnechea, Región Metropolitana","(2) 2216 9233","","Restaurante","https://www.google.com/maps/place/Arteaga/@-33.355745,-70.5075244,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cbc1992a4e89:0x90a38e190584cbb4!8m2!3d-33.355745!4d-70.5075244!16s%2Fg%2F1td59tqq?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.355745","-70.5075244","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurante China Flower","4.4","201","Av. Las Condes 14820, 7710050 Lo Barnechea, Región Metropolitana","(2) 2215 9919","","Restaurante","https://www.google.com/maps/place/Restaurante+China+Flower/data=!4m7!3m6!1s0x9662cb910723897d:0xc35eadafbcd2bb4b!8m2!3d-33.3638701!4d-70.4947342!16s%2Fg%2F11dz_rndrk!19sChIJfYkjB5HLYpYRS7vSvK-tXsM?authuser=0&hl=es-419&rclk=1","-33.3638701","-70.4947342","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"TACU TACU Restaurante - Providencia","4.8","06","Av. Andrés Bello 2233, Local 2217, 7510056 Providencia, Región Metropolitana","9 7523 8600","https://instagram.com/tacutacuprovidencia?igshid=OGQ2MjdiOTE=","Restaurante peruano","https://www.google.com/maps/place/TACU+TACU+Restaurante+-+Providencia/data=!4m7!3m6!1s0x9662cf4b70822fe9:0xf81994fdb40ea03c!8m2!3d-33.4203473!4d-70.6104797!16s%2Fg%2F11tfz6cvsk!19sChIJ6S-CcEvPYpYRPKAOtP2UGfg?authuser=0&hl=es-419&rclk=1","-33.4203473","-70.6104797","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurant Viva La Vida","4.8","51","Constitución 166, 7520367 Providencia, Región Metropolitana","9 8438 2683","https://www.restaurantvivalavida.cl/","Restaurante chileno","https://www.google.com/maps/place/Restaurant+Viva+La+Vida/data=!4m7!3m6!1s0x9662c5900af9e0f1:0x7a3457df8c8e8df0!8m2!3d-33.4323847!4d-70.6350521!16s%2Fg%2F11bbrm9xzn!19sChIJ8eD5CpDFYpYR8I2OjN9XNHo?authuser=0&hl=es-419&rclk=1","-33.4323847","-70.6350521","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"La Yunta Providencia","4.6","37","Manuel Montt 748, 7500977 Providencia, Región Metropolitana","(2) 3270 0556","http://www.layunta.cl/","Restaurante","https://www.google.com/maps/place/La+Yunta+Providencia/data=!4m7!3m6!1s0x9662cf7c1d4926e9:0x86997b36f37f3a27!8m2!3d-33.4349707!4d-70.6163277!16s%2Fg%2F11cpppmpkp!19sChIJ6SZJHXzPYpYRJzp_8zZ7mYY?authuser=0&hl=es-419&rclk=1","-33.4349707","-70.6163277","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Casaluz Restaurant","4.5","06","Av. Italia 805, 7501184 Providencia, Región Metropolitana","9 8328 3329","https://www.casaluzrestaurant.cl/","Restaurante","https://www.google.com/maps/place/Casaluz+Restaurant/data=!4m7!3m6!1s0x9662c581e19870c3:0x9be183df6be6387c!8m2!3d-33.4421855!4d-70.6264657!16s%2Fg%2F1tx16kc6!19sChIJw3CY4YHFYpYRfDjma9-D4Zs?authuser=0&hl=es-419&rclk=1","-33.4421855","-70.6264657","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurante Peumayen - Comida Chilena Santiago","4.5","92","Constitución 136, 7520367 Providencia, Región Metropolitana","","https://www.peumayenchile.cl/","Restaurante chileno","https://www.google.com/maps/place/Restaurante+Peumayen+-+Comida+Chilena+Santiago/@-33.4328182,-70.6350162,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c59aa16db1dd:0x1766370983bcca20!8m2!3d-33.4328182!4d-70.6350162!16s%2Fg%2F11b6z1sxl8?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4328182","-70.6350162","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"La Brava Restaurant","4.6","171","Av. Providencia 1713, 7500528 Providencia, Región Metropolitana","9 3644 3842","https://rest.nuvy.cl/la-brava","Restaurante","https://www.google.com/maps/place/La+Brava+Restaurant/@-33.4268293,-70.6150193,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf0007137975:0xfef2a0c7b5929a5c!8m2!3d-33.4268293!4d-70.6150193!16s%2Fg%2F11xn6z0qkj?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4268293","-70.6150193","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Del Beto Restaurant","4.3","57","Manuel Montt 1828, 7501280 Providencia, Región Metropolitana","(2) 2209 0206","http://delbeto.cl/","Restaurante chileno","https://www.google.com/maps/place/Del+Beto+Restaurant/data=!4m7!3m6!1s0x9662cf83ed3d8115:0xa4d5d3532a0430e8!8m2!3d-33.4444713!4d-70.6141735!16s%2Fg%2F1tj6w0d9!19sChIJFYE97YPPYpYR6DAEKlPT1aQ?authuser=0&hl=es-419&rclk=1","-33.4444713","-70.6141735","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Streat Burger | Salvador","4.4","384","Av. Salvador 1822, 7770229 Ñuñoa, Región Metropolitana","","https://streat.cl/","Hamburguesería","https://www.google.com/maps/place/Streat+Burger+%7C+Salvador/@-33.4496903,-70.6216134,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf19dec59929:0x44c285b6494fffca!8m2!3d-33.4496903!4d-70.6216134!16s%2Fg%2F11s0vkgc0x?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4496903","-70.6216134","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","No","","","","","","","","","","","","","","","","Revisar: parece hamburgueseria; Sin teléfono visible","","","","","","","",""
"Los Canallas","4.6","27","Holanda 55, 7510006 Providencia, Región Metropolitana","9 8289 0758","http://www.loscanallas.cl/","Restaurante francés","https://www.google.com/maps/place/Los+Canallas/@-33.4198686,-70.6041659,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf10728ff1dd:0x8a7e853eb6189a38!8m2!3d-33.4198686!4d-70.6041659!16s%2Fg%2F11h6tmpwxb?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4198686","-70.6041659","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Pal´Mar Restaurant","4.9","84","Condell 621, 7500000 Providencia, Región Metropolitana","9 9677 1812","http://www.palmarr.com/","Marisquería","https://www.google.com/maps/place/Pal%C2%B4Mar+Restaurant/@-33.4408405,-70.627778,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c532355eb9f1:0x50a389fa5e63504d!8m2!3d-33.4408405!4d-70.627778!16s%2Fg%2F11sh7rl04_?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4408405","-70.627778","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Rishtedar La Reina","4.6","62","Av. Príncipe de Gales 6500, 7850286 La Reina, Región Metropolitana","(2) 3235 9977","https://www.rishtedar.cl/","Restaurante indio","https://www.google.com/maps/place/Rishtedar+La+Reina/data=!4m7!3m6!1s0x9662cfef049c5a59:0x62d7e0cee1a1dfbe!8m2!3d-33.4381564!4d-70.5647696!16s%2Fg%2F11mpclnd94!19sChIJWVqcBO_PYpYRvt-h4c7g12I?authuser=0&hl=es-419&rclk=1","-33.4381564","-70.5647696","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"MANTO Restaurant","4.5","84","Av. Alcalde Fernando Castillo Velasco 9047, La Reina, Región Metropolitana","9 2204 7306","https://instagram.com/mantorestaurant?utm_medium=copy_link","Restaurante","https://www.google.com/maps/place/MANTO+Restaurant/@-33.4519618,-70.538348,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfcbb11141c9:0x35a4bac8a7ee582a!8m2!3d-33.4519618!4d-70.538348!16s%2Fg%2F11srb13rs3?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4519618","-70.538348","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurante Criollo Internacional | El Patio Echeñique | Lounge Bar","3.7","698","Av. Echeñique 6315, 7850434 La Reina, Región Metropolitana","9 5803 5115","","Restaurante","https://www.google.com/maps/place/Restaurante+Criollo+Internacional+%7C+El+Patio+Eche%C3%B1ique+%7C+Lounge+Bar/data=!4m7!3m6!1s0x9662cfe8e5c3ded5:0x4bb76a377dd89198!8m2!3d-33.4450936!4d-70.5660145!16s%2Fg%2F11tcv3fwx0!19sChIJ1d7D5ejPYpYRmJHYfTdqt0s?authuser=0&hl=es-419&rclk=1","-33.4450936","-70.5660145","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Mirá Vos - La Reina","4.4","184","Carlos Ossandón 75, 7500000 La Reina, Región Metropolitana","(55) 294 3434","http://www.miravos.cl/","Restaurante","https://www.google.com/maps/place/Mir%C3%A1+Vos+-+La+Reina/@-33.4494895,-70.5434544,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf74d37d9353:0x64bc36c209e55d0a!8m2!3d-33.4494895!4d-70.5434544!16s%2Fg%2F11v3_77_yz?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4494895","-70.5434544","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Caleta La Reina","4.4","697","Valenzuela Llanos 1358, 7860075 La Reina, Región Metropolitana","(2) 2993 5498","https://www.caletalareina.cl/","Restaurante","https://www.google.com/maps/place/Caleta+La+Reina/@-33.4399483,-70.5333349,17z/data=!3m1!4b1!4m6!3m5!1s0x9662ce70da1a5c9b:0x8953fc9ad2c0866e!8m2!3d-33.4399483!4d-70.5333349!16s%2Fg%2F11dxq2tymz?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4399483","-70.5333349","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Vecchia Casa restobar","4.6","476","Av. Larraín 6026, 7870125 La Reina, Región Metropolitana","9 7931 2095","https://vecchiacasarestobar.cl/","Restaurante","https://www.google.com/maps/place/Vecchia+Casa+restobar/data=!4m7!3m6!1s0x9662ce49f124307b:0x59b109a9939ed6bc!8m2!3d-33.4531048!4d-70.5676562!16s%2Fg%2F11bvt187pp!19sChIJezAk8UnOYpYRvNaek6kJsVk?authuser=0&hl=es-419&rclk=1","-33.4531048","-70.5676562","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Alemán Experto La Reina","4.6","704","Av. Ossa 655, 7870053 La Reina, Región Metropolitana","9 5451 1718","https://www.alemanexperto.cl/","Restaurante","https://www.google.com/maps/place/Alem%C3%A1n+Experto+La+Reina/data=!4m7!3m6!1s0x9662cf3cb647e3db:0x9eade190733dd480!8m2!3d-33.4476738!4d-70.5712117!16s%2Fg%2F11l72v5qy1!19sChIJ2-NHtjzPYpYRgNQ9c5DhrZ4?authuser=0&hl=es-419&rclk=1","-33.4476738","-70.5712117","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"El cha cha pollo","4.7","184","Av. Larraín 6812, 7850000 La Reina, Región Metropolitana","9 4750 2847","https://elchachapollo.cl/","Restaurante de comida rápida","https://www.google.com/maps/place/El+cha+cha+pollo/data=!4m7!3m6!1s0x9662cf2357297345:0xcb53e6f5eec1f4cb!8m2!3d-33.4520411!4d-70.5592535!16s%2Fg%2F11nnt2t649!19sChIJRXMpVyPPYpYRy_TB7vXmU8s?authuser=0&hl=es-419&rclk=1","-33.4520411","-70.5592535","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","Revisar: parece comida rapida","","","","","","","",""
"BEEF AND MEAT CHILE","5.0","68","Hannover 5750, 7630000 La Reina, Región Metropolitana","9 6708 7723","http://www.beefandmeat.cl/","Restaurante especializado en chuletas","https://www.google.com/maps/place/BEEF+AND+MEAT+CHILE/@-33.4513916,-70.57,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c9d07b0b3583:0xc274c3f9d129f3a3!8m2!3d-33.4513916!4d-70.57!16s%2Fg%2F11rmpzcr9x?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4513916","-70.57","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Empanao","4.8","81","Av. Príncipe de Gales 6620, 7850286 La Reina, Región Metropolitana","9 7448 2343","https://www.empanao.com/","Restaurante","https://www.google.com/maps/place/Empanao/@-33.4384541,-70.5632805,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf98a415b3b5:0x850c1328cf2b46c6!8m2!3d-33.4384541!4d-70.5632805!16s%2Fg%2F11vyr_sytw?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4384541","-70.5632805","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"LA TAQUERIA EL SOCIO","4.5","551","Av. Larraín 6759, 7850000 La Reina, Región Metropolitana","9 2090 4649","","Restaurante mexicano","https://www.google.com/maps/place/LA+TAQUERIA+EL+SOCIO/@-33.4524625,-70.5596475,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf1844fd8a45:0x48009cc79f368d!8m2!3d-33.4524625!4d-70.5596475!16s%2Fg%2F11hdx7c1w7?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4524625","-70.5596475","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Son Perú","4.4","28","Salvador Izquierdo Pte 1800, 7850290 La Reina, Región Metropolitana","(2) 2907 0415","https://sonperu.cl/","Restaurante peruano","https://www.google.com/maps/place/Son+Per%C3%BA/@-33.4380998,-70.5566688,17z/data=!3m1!4b1!4m6!3m5!1s0x9662ce5b8600c381:0xaa0b804dd09289d3!8m2!3d-33.4380998!4d-70.5566688!16s%2Fg%2F11b8c559jt?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4380998","-70.5566688","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurante Peruano ENTRE MAR Y TIERRA","4.7","316","Pedro de Ona 031, 8320000 Ñuñoa, Región Metropolitana","9 6463 6426","http://www.entre-marytierra.cl/","Restaurante peruano","https://www.google.com/maps/place/Restaurante+Peruano+ENTRE+MAR+Y+TIERRA/@-33.4539742,-70.629641,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c55d8a478a83:0x4cdbaaa649b8affb!8m2!3d-33.4539742!4d-70.629641!16s%2Fg%2F11rmsyns_f?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4539742","-70.629641","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Piccola Italia Plaza ñuñoa","4.6","237","Jorge Washington 111, 7790864 Ñuñoa, Región Metropolitana","(2) 2994 2086","https://gour.media/la-piccola-italia/alameda/","Restaurante italiano","https://www.google.com/maps/place/Piccola+Italia+Plaza+%C3%B1u%C3%B1oa/data=!4m7!3m6!1s0x9662cf004248a8eb:0x9c828311cd264268!8m2!3d-33.4539072!4d-70.5933615!16s%2Fg%2F11ym_yb9yy!19sChIJ66hIQgDPYpYRaEImzRGDgpw?authuser=0&hl=es-419&rclk=1","-33.4539072","-70.5933615","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Restaurante Moray","4.7","750","Av. Italia 1586, 7750000 Ñuñoa, Región Metropolitana","(2) 3292 4513","http://moray.cl/","Restaurante","https://www.google.com/maps/place/Restaurante+Moray/data=!4m7!3m6!1s0x9662c59bf408de7f:0xf0bcf121cfe7e8ce!8m2!3d-33.4490363!4d-70.6241282!16s%2Fg%2F11pcrq1qlp!19sChIJf94I9JvFYpYRzujnzyHxvPA?authuser=0&hl=es-419&rclk=1","-33.4490363","-70.6241282","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Peyo Restaurant","4.4","59","Lo Encalada 465, 7750200 Ñuñoa, Región Metropolitana","(2) 2506 4758","https://peyo.cl/","Restaurante chileno","https://www.google.com/maps/place/Peyo+Restaurant/data=!4m7!3m6!1s0x9662c5624b4feab9:0x3d815e7e459c8d2e!8m2!3d-33.456417!4d-70.6249084!16s%2Fg%2F1hjh8m92r!19sChIJuepPS2LFYpYRLo2cRX5egT0?authuser=0&hl=es-419&rclk=1","-33.456417","-70.6249084","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Fuente Suiza","4.5","12","Av. Irarrázaval 3361, 7750000 Ñuñoa, Región Metropolitana","(2) 3278 8300","http://fuentesuiza.cl/","Restaurante","https://www.google.com/maps/place/Fuente+Suiza/data=!4m7!3m6!1s0x9662cfbe457deb03:0x1405588af3ee4e0a!8m2!3d-33.4553392!4d-70.596028!16s%2Fg%2F1tcvw1m5!19sChIJA-t9Rb7PYpYRCk7u84pYBRQ?authuser=0&hl=es-419&rclk=1","-33.4553392","-70.596028","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Perú Mágico Tenedor Libre","4.4","25","Av. Pedro de Valdivia 3323, 7750000 Ñuñoa, Región Metropolitana","(2) 2344 4493","https://perumagicotenedorlibre.cl/","Restaurante peruano","https://www.google.com/maps/place/Per%C3%BA+M%C3%A1gico+Tenedor+Libre/@-33.4529922,-70.6051114,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf913be1a3eb:0x94f2dd1238d82af2!8m2!3d-33.4529922!4d-70.6051114!16s%2Fg%2F12lsdt9lg?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D","-33.4529922","-70.6051114","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"TierraLibre restaurante y panadería","4.7","598","Miguel Claro 2220, 7750000 Ñuñoa, Región Metropolitana","9 9309 4223","http://www.pantierralibre.cl/","Restaurante","https://www.google.com/maps/place/TierraLibre+restaurante+y+panader%C3%ADa/data=!4m7!3m6!1s0x9662cf5d210aafb3:0x75c5fb8a496fa6bf!8m2!3d-33.4487734!4d-70.6161701!16s%2Fg%2F11m_jfmj9g!19sChIJs68KIV3PYpYRv6ZvSYr7xXU?authuser=0&hl=es-419&rclk=1","-33.4487734","-70.6161701","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece panaderia","","","","","","","",""
