"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones"
"Peyo Restaurant","4.4","57","Lo Encalada 465, 7750200 Ñuñoa, Región Metropolitana","(2) 2506 4758","https://peyo.cl/","Restaurante chileno","https://www.google.com/maps/place/Peyo+Restaurant/@-33.456417,-70.6249084,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c5624b4feab9:0x3d815e7e459c8d2e!8m2!3d-33.456417!4d-70.6249084!16s%2Fg%2F1hjh8m92r?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.456417","-70.6249084","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Barra de Pickles","4.6","651","San Eugenio 40, 7750011 Ñuñoa, Región Metropolitana","9 7539 0277","http://www.barradepickles.cl/","Restaurante","https://www.google.com/maps/place/Barra+de+Pickles/data=!4m7!3m6!1s0x9662c5b5cadac0a5:0xf1faf1d408e8024b!8m2!3d-33.4531138!4d-70.6278603!16s%2Fg%2F11q4dbx0fs!19sChIJpcDayrXFYpYRSwLoCNTx-vE?authuser=0&hl=es-419&rclk=1","-33.4531138","-70.6278603","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Golfo Di Napoli Trattoria e Pizzeria","4.6","02","Dublé Almeyda 2435, 7750147 Ñuñoa, Región Metropolitana","(2) 2341 3675","https://golfodinapoli.cl/","Restaurante italiano","https://www.google.com/maps/place/Golfo+Di+Napoli+Trattoria+e+Pizzeria/@-33.455948,-70.605786,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf916f827eaf:0x65a6a856994a5153!8m2!3d-33.455948!4d-70.605786!16s%2Fg%2F1tj1nqnk?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.455948","-70.605786","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Terraza Vergel","4.6","313","Av. Italia 1571, 7770207 Ñuñoa, Región Metropolitana","","https://instagram.com/terrazavergel?igshid=YmMyMTA2M2Y=","Restaurante","https://www.google.com/maps/place/Terraza+Vergel/data=!4m7!3m6!1s0x9662c5c15107efe9:0xdd9265eded43ee4c!8m2!3d-33.4490585!4d-70.624408!16s%2Fg%2F11kj0530d4!19sChIJ6e8HUcHFYpYRTO5D7e1lkt0?authuser=0&hl=es-419&rclk=1","-33.4490585","-70.624408","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible"
"¡Ay Mi Madre! Restobar Ñuñoa","4.5","217","Av. José Pedro Alessandri 97, 7750100 Ñuñoa, Región Metropolitana","9 4497 8597","https://linktr.ee/Aymimadrecl","Pub restaurante","https://www.google.com/maps/place/%C2%A1Ay+Mi+Madre!+Restobar+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbbd4d3628f:0xcf2719bf0e7dbfb9!8m2!3d-33.4558301!4d-70.59807!16s%2Fg%2F11tf5fxjb9!19sChIJj2LT1LvPYpYRub99Dr8ZJ88?authuser=0&hl=es-419&rclk=1","-33.4558301","-70.59807","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"La casa del curanto","4.8","45","Dublé Almeyda 2779, 7750169 Ñuñoa, Región Metropolitana","9 2855 3749","https://www.instagram.com/lacasadelcuranto?igshid=MmVlMjlkMTBhMg==","Restaurante de comida para llevar","https://www.google.com/maps/place/La+casa+del+curanto/@-33.4560782,-70.6021461,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf0045cd8d8f:0xdb11e68502065073!8m2!3d-33.4560782!4d-70.6021461!16s%2Fg%2F11y2bx1rn5?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4560782","-70.6021461","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","Revisar: parece comida para llevar"
"Ritrovo","4.9","111","José Diego Benavente 59, 7790944 Ñuñoa, Región Metropolitana","9 8711 1107","http://ritrovo.cl/","Restaurante italiano","https://www.google.com/maps/place/Ritrovo/data=!4m7!3m6!1s0x9662cf7ba7b68523:0x8912c6b1d7af9344!8m2!3d-33.4543403!4d-70.5972592!16s%2Fg%2F11tcvcbym9!19sChIJI4W2p3vPYpYRRJOv17HGEok?authuser=0&hl=es-419&rclk=1","-33.4543403","-70.5972592","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Boulevard Plaza Ñuñoa","4.5","36","Jorge Washington 111, 7750000 Ñuñoa, Región Metropolitana","(2) 2998 7260","https://boulevardplazanunoa.cl/","Centro comercial","https://www.google.com/maps/place/Boulevard+Plaza+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbe95b31d5d:0x1b9f6d703073a0ee!8m2!3d-33.4539602!4d-70.5939594!16s%2Fg%2F11clfm_9pq!19sChIJXR2zlb7PYpYR7qBzMHBtnxs?authuser=0&hl=es-419&rclk=1","-33.4539602","-70.5939594","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","",""
"Tapas y Birra Ñuñoa - Restaurante Mediterráneo & Bar","4.3","28","Alcaldesa Balbina Vera 3561, 7790884 Ñuñoa, Región Metropolitana","(2) 2904 1230","http://www.tapasybirra.cl/","Restaurante mediterráneo","https://www.google.com/maps/place/Tapas+y+Birra+%C3%91u%C3%B1oa+-+Restaurante+Mediterr%C3%A1neo+%26+Bar/data=!4m7!3m6!1s0x9662cfbe944f9dc3:0xad1467f8fc07cf6a!8m2!3d-33.4538497!4d-70.5935726!16s%2Fg%2F11c0vn_jvx!19sChIJw51PlL7PYpYRas8H_PhnFK0?authuser=0&hl=es-419&rclk=1","-33.4538497","-70.5935726","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Café Marale Ñuñoa","4.8","43","Av. Irarrázaval 3881, local 1, 7760073 Ñuñoa, Región Metropolitana","9 5779 5085","https://www.instagram.com/cafemarale","Cafetería","https://www.google.com/maps/place/Caf%C3%A9+Marale+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cf6e662b110f:0x77080cc5251cd904!8m2!3d-33.4557507!4d-70.5886879!16s%2Fg%2F11tnv15d82!19sChIJDxErZm7PYpYRBNkcJcUMCHc?authuser=0&hl=es-419&rclk=1","-33.4557507","-70.5886879","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","Revisar: parece cafeteria; Revisar: parece cafe"
